이직여부,majorcat,school,area,sex,age,graduy,a001,industry,job,a010,a011,a012,a014,a016,a018,a020,a021,a116,a117,a118,a119,a122,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a151,a153,a158,a159,a160,a161,a162,a166,a168,a281,a282,a388,e001,f001,f004,f006,f008,f009,f010,f011,f013,f170,f023,f071,f072,f074,f079,f080,f081,f082,f083,f084,f085,f086,f101,f124,f138,g001,h001,i018,i050,j021,l001,n083,k001,k042,k043,k044,k045,k046,k047,k048,k049,k050,k051,k052,k053,k055,k056,k057,q015,q016,q017,p001,p014,p016,p017,p018,p020,p024,p028z,p031z,p035,p036,p046,p039,p041,p043,p045,r023,r024,r025,r026,r027,wt
2,2,1,9,2,22.66666667,2018,2019,3,1,3,3,1,1,6,1,1,1,5,40,0,0,200,190,3,3,3,4,4,4,3,3,3,3,4,4,3,3,3,4,3,3,3,6,4,4,2,1,2,1,2,2,2,2,1,7,1,2,2015,1,8,1,2,1,2015,1,5,1,4,3,4.3,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,2,4,4,5,5,5,4,4,4,5,5,4,5,5,4,4,5,4,4,1,1,3,4,1,1,8,3,2,8,3,1,0,1,2,1,250,20,0,0,1,42.06908204
2,2,1,8,2,22.66666667,2018,2018,3,1,9,4,1,8,2,0,1,1,5,45,0,0,200,180,2,4,3,4,5,4,4,4,4,3,3,3,3,3,3,3,2,2,3,6,4,4,1,1,3,1,1,1,3,2,1,3,1,2,2015,1,8,1,6,1,2016,2,1,1,3,3,3.6,10,0,90,0,0,0,0,2,2,2,2,2,1,2,2,2300,2,2,1,5,5,4,2,3,3,4,4,4,4,5,3,4,4,4,5,4,4,1,1,3,4,1,8,8,4,3,5,3,1,2000,2,2,1,80,0,0,0,1,51.7498752
2,2,1,3,2,22.08333333,2018,2018,7,1,-1,6,1,8,1,0,4,1,5,35,0,0,-1,-1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,4,4,4,6,4,2,2,1,3,1,1,1,3,2,1,11,1,2,2016,1,15,1,2,1,2016,1,6,-1,4,3,4.2,50,0,0,50,0,0,0,2,2,2,2,2,2,2,2,3000,2,2,1,4,4,3,3,4,4,4,5,5,5,5,5,4,4,4,5,5,5,1,2,1,1,1,15,8,3,3,2,1,3,-1,2,2,1,50,50,0,0,1,50.94130016
2,2,1,8,1,25.66666667,2018,2019,3,1,6,6,1,8,1,0,1,1,5,45,15,2,300,250,4,4,4,5,3,3,4,4,3,4,4,4,5,4,4,4,2,2,2,6,3,2,2,1,3,1,1,1,2,2,1,3,2,1,2012,1,8,1,6,1,2012,1,2,1,3,3,2.5,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2000,2,2,2,5,4,4,2,3,4,3,3,4,4,5,3,2,2,3,5,6,6,1,2,1,1,1,1,8,3,3,6,4,3,1700,-1,2,2,50,50,0,0,1,28.69056143
2,2,1,1,2,23.91666667,2018,2017,8,1,1,1,1,8,2,1,4,1,5,40,0,0,230,210,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,2,2,2,2,1,1,3,1,1,1,2,2,5,9,1,2,2014,1,1,1,6,1,2016,1,1,1,3,3,3.5,0,0,80,20,0,0,0,2,2,2,2,2,1,2,2,2500,2,2,2,4,3,4,3,3,4,3,3,4,4,4,3,3,3,3,6,6,6,1,1,3,4,1,1,1,5,3,7,4,1,2760,2,2,1,50,10,0,10,1,19.58085919
2,2,1,8,1,24.66666667,2018,2018,8,7,-1,-1,1,8,2,0,1,1,5,40,0,0,193,193,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,1,6,1,1,2,1,2,1,1,1,2,2,1,2,1,2,2013,1,8,1,1,1,2013,2,1,1,4,4,3,90,0,0,10,0,0,0,2,1,2,2,2,2,2,2,1800,2,2,2,5,5,1,1,5,5,1,3,4,5,5,1,5,3,3,7,6,6,1,1,3,5,1,8,8,3,3,5,2,1,193,2,1,2,30,0,0,0,1,19.58106602
2,2,1,8,1,24.41666667,2018,2018,11,5,3,3,1,1,6,0,1,1,5,40,12,2,300,230,5,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,3,3,2,6,2,2,2,1,3,1,1,1,2,2,1,11,1,2,2014,1,8,1,1,1,2014,2,1,1,3,3,3.5,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2400,2,2,2,4,4,3,3,3,3,3,4,4,4,4,2,3,3,3,4,5,5,1,2,3,2,1,8,1,5,6,3,1,3,2700,2,1,2,100,100,0,0,1,20.83184398
1,2,1,8,1,25.5,2018,2019,3,9,6,6,1,8,4,1,1,1,5,40,3,0,200,200,3,2,2,5,5,4,3,5,5,3,3,4,3,5,3,4,2,2,1,6,1,3,2,1,2,1,1,1,2,2,2,3,2,2,2013,1,8,1,1,1,2013,2,1,1,3,3,3.5,100,0,0,0,0,0,0,2,1,2,2,2,1,2,2,2500,2,2,1,5,5,4,2,5,3,3,4,5,3,4,4,4,3,3,6,6,4,1,1,3,3,1,8,8,5,5,3,1,1,1400,2,2,2,40,0,0,0,1,20.83184398
2,2,1,1,1,23.83333333,2018,2018,16,3,3,3,1,1,6,1,3,1,5,40,0,0,220,220,3,5,4,3,4,4,5,2,4,2,4,4,5,4,4,4,4,5,5,4,4,2,1,1,3,1,1,1,3,2,10,9,1,2,2013,1,1,1,1,1,2014,1,7,1,4,5,3.5,25,0,75,0,0,0,0,2,1,2,2,1,1,2,2,2400,2,2,1,5,5,5,3,4,4,5,5,5,5,5,2,4,4,4,7,7,7,1,2,3,5,1,1,1,6,3,7,6,1,2200,2,1,2,50,20,25,5,1,27.2330406
2,2,1,1,2,23.08333333,2018,2018,17,3,4,4,1,8,2,0,4,1,5,40,0,0,176,176,3,4,5,5,5,5,3,4,3,4,4,4,4,4,4,4,3,3,3,6,4,3,1,1,2,1,1,1,2,2,2,13,1,2,2015,1,8,1,1,1,2015,1,5,1,4,4,3.8,50,0,0,50,0,0,0,2,2,2,2,2,1,2,2,2800,1,2,1,4,5,4,4,5,5,4,4,4,5,4,4,4,4,4,5,5,5,1,1,3,4,1,8,8,5,5,4,1,1,1760,2,2,1,70,0,0,0,1,54.425471
2,2,1,8,2,24.16666667,2018,2019,19,3,3,3,1,5,4,0,4,2,5,40,3,0,170,170,2,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,2,1,1,2,1,1,1,2,2,1,7,2,2,2014,1,5,1,1,2,2017,2,7,2,3,3,4.1,30,0,0,70,0,0,0,2,2,2,1,2,1,2,2,2500,2,2,1,5,5,4,4,4,5,5,5,5,5,5,5,3,4,4,4,4,4,1,1,3,5,1,5,5,3,3,1,1,1,0,2,2,1,15,0,0,0,1,70.51823433
2,2,1,8,2,24.16666667,2018,2019,17,3,6,3,1,1,3,1,4,1,5,40,5,0,205,205,3,4,4,4,4,5,3,4,4,4,2,3,5,4,4,4,4,5,5,6,2,3,1,1,3,1,1,1,2,2,3,8,2,1,2013,1,1,1,2,1,2015,1,5,1,4,2,4.2,0,50,0,50,0,0,0,1,2,2,2,2,1,2,2,2400,2,2,2,4,5,5,5,5,5,5,5,5,5,5,2,1,4,5,7,5,5,1,1,3,4,1,1,1,3,3,7,3,1,2348,2,1,1,50,0,0,0,1,69.95672501
2,2,1,8,2,44.58333333,2018,2019,17,3,3,3,1,8,2,0,1,1,5,40,2,0,200,200,4,5,4,4,4,4,5,4,4,4,4,5,4,4,4,4,3,3,4,4,4,2,1,1,2,1,1,1,2,2,1,2,1,2,1995,1,8,1,1,1,2016,1,5,1,4,4,3.8,0,0,100,0,0,0,0,2,2,2,2,2,2,2,2,2500,2,2,2,4,3,4,4,4,5,4,4,3,4,4,3,3,3,4,6,5,5,2,2,2,3,1,13,8,3,2,2,4,3,0,1,2,1,180,25,0,35,1,80.47388799
2,2,1,4,2,24.33333333,2018,2019,17,3,3,3,1,4,3,0,4,2,5,40,0,0,200,200,5,3,4,5,5,5,5,5,4,4,3,4,5,4,4,4,3,3,5,6,4,2,1,1,3,1,1,1,1,2,3,1,2,2,2014,1,12,1,2,1,2014,2,1,1,5,4,4.2,30,0,0,70,0,0,0,1,2,2,2,2,1,2,2,2500,2,2,2,5,5,4,4,3,4,4,3,3,5,5,3,3,4,4,5,5,5,1,2,1,1,1,12,4,3,3,1,1,3,2400,2,2,1,100,30,0,0,1,44.74075201
2,2,1,4,2,21.83333333,2018,2018,16,3,3,3,1,4,2,0,4,1,5,40,4,1,177,162,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,2,1,1,2,1,1,1,2,2,4,3,1,2,2016,1,4,1,1,1,2016,1,5,2,3,3,4.2,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,2400,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,1,1,3,3,1,4,4,5,3,5,3,1,1593,2,2,1,50,0,0,40,1,50.42471061
2,2,1,10,1,66.25,2018,2019,15,1,9,5,1,10,1,0,5,2,5,40,0,0,190,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,3,6,4,2,1,2,1,1,1,1,1,2,4,7,2,2,1971,1,10,1,8,1,2016,2,1,1,5,4,3.9,0,0,50,50,0,0,0,2,2,2,2,1,2,2,2,2000,1,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,7,7,7,2,2,1,2,1,10,10,1,1,10,7,3,495,2,2,3,200,12,30,10,1,54.8011857
2,2,1,14,2,54.25,2018,2011,14,1,3,3,1,14,2,0,4,1,5,40,0,0,200,100,3,5,5,5,5,4,3,4,3,4,3,5,5,4,5,5,3,3,5,6,5,2,1,1,2,1,1,1,2,2,4,10,1,2,1982,1,3,1,6,1,2016,2,6,1,5,3,4.3,0,0,0,0,100,0,0,2,2,2,2,2,2,2,2,1500,2,2,2,4,4,5,5,4,3,5,5,4,4,4,3,3,4,4,7,7,7,2,2,2,4,1,3,14,3,1,9,3,3,2400,2,2,1,250,30,0,0,1,59.81798991
2,2,1,14,2,55.91666667,2018,2008,17,6,5,5,1,14,2,0,1,1,5,30,0,0,100,90,3,3,3,3,3,3,4,2,2,3,4,3,4,3,3,3,2,2,4,6,3,1,1,1,3,1,1,1,2,2,2,1,1,2,1982,1,1,1,1,1,2016,2,7,1,3,3,3.3,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,1200,2,2,2,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,2,2,2,2,1,8,14,1,1,1,5,4,1200,2,2,1,350,20,0,0,1,59.81798991
2,2,1,14,2,44.66666667,2018,2016,17,4,6,6,1,3,2,0,1,1,5,40,0,0,200,170,4,4,4,5,5,4,4,4,3,3,4,3,4,5,1,4,3,3,3,6,4,4,1,1,2,1,1,1,2,2,1,3,1,2,1993,1,3,1,1,1,2016,2,7,1,5,5,4,0,0,0,100,0,0,0,2,2,2,2,1,2,2,2,2500,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,5,5,2,2,2,4,1,3,3,1,1,1,4,3,2400,2,2,1,350,30,0,0,1,63.72856349
2,2,1,14,2,48.33333333,2018,2004,18,1,9,5,1,14,2,0,3,1,5,40,0,0,280,80,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,6,4,2,2,1,2,1,1,1,1,2,1,2,1,2,1991,1,14,1,1,1,2014,1,5,1,5,5,3.9,0,0,50,50,0,0,0,2,2,2,1,2,2,2,2,2000,2,2,2,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,6,6,6,2,2,2,4,1,14,14,1,1,1,3,3,3360,2,1,1,400,20,50,0,1,54.06988514
1,2,1,14,2,56.91666667,2018,2019,17,3,2,2,1,11,2,1,1,1,6,60,0,0,150,150,3,4,3,4,4,3,4,2,3,3,3,3,3,3,3,3,3,3,4,6,4,2,1,1,2,1,1,1,2,2,4,1,1,2,1981,1,1,1,1,1,2016,1,7,1,4,4,4.3,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,1,4,4,5,5,4,4,4,4,5,4,3,3,3,3,3,5,6,4,2,2,2,3,1,12,4,5,3,4,3,3,0,2,2,1,200,15,0,0,1,69.84696092
1,2,1,3,2,21.58333333,2018,2018,14,6,3,3,1,3,6,0,1,1,6,48,8,4,110,300,4,4,4,3,3,5,5,4,4,4,5,4,4,4,5,4,3,3,1,6,4,2,2,2,2,2,2,2,2,2,3,7,1,2,2016,1,3,1,6,1,2016,2,1,1,5,5,4,70,0,0,30,0,0,0,2,2,2,2,2,1,2,2,2400,2,2,2,4,4,5,5,4,4,4,4,4,4,3,3,3,3,3,5,5,6,1,1,3,4,1,3,3,4,3,7,4,1,880,2,2,1,40,0,0,0,1,69.41640975
2,2,1,3,2,22.33333333,2018,2018,17,3,3,3,1,3,3,0,1,1,5,45,0,0,170,160,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,3,4,6,5,2,1,1,3,1,1,1,3,2,3,8,1,2,2016,1,7,1,1,1,2016,2,1,1,4,4,3.8,70,0,0,30,0,0,0,2,2,2,2,2,1,2,2,2200,1,2,1,5,5,5,5,3,4,5,5,5,5,4,4,4,4,4,7,7,7,1,2,1,2,1,3,3,3,3,3,1,3,1700,2,2,1,80,50,0,0,1,72.31139063
1,2,1,2,2,46,2018,2016,7,7,1,1,1,2,2,0,1,4,6,72,10,0,500,700,1,2,3,3,2,1,1,1,1,3,3,3,1,1,1,1,2,3,1,6,1,3,2,1,2,1,1,1,2,2,10,8,1,2,1992,1,2,1,6,1,2016,2,6,1,4,4,4,0,0,70,30,0,0,0,2,2,2,2,2,2,2,2,5000,2,2,2,5,5,5,4,4,4,4,4,4,4,4,3,4,3,3,2,2,4,2,2,2,4,1,2,2,3,1,9,3,3,6000,2,2,1,300,30,0,2,1,53.37766894
2,2,1,13,2,40.5,2018,2019,17,3,3,3,1,13,2,0,6,2,5,20,0,0,97,97,2,3,4,3,4,3,4,3,3,4,3,3,4,3,4,3,3,3,3,6,2,1,1,1,3,1,1,1,2,2,1,2,1,2,1998,1,14,1,6,1,2016,2,6,1,1,1,4.3,0,0,100,0,0,0,0,2,2,2,2,2,2,2,2,2000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,6,2,2,2,4,1,12,13,1,1,10,7,3,0,2,2,1,200,12,0,10,1,55.47542341
2,2,1,13,2,44.33333333,2018,2011,17,4,5,5,1,8,2,0,1,1,5,40,0,0,200,160,3,4,4,3,4,4,4,3,3,3,4,4,4,3,4,4,3,3,4,6,4,2,1,1,2,1,1,1,2,2,3,7,1,2,1993,1,8,1,6,1,2016,1,6,1,4,3,3.2,0,0,50,50,0,0,0,2,2,2,2,2,2,2,2,1800,2,2,2,4,5,5,4,4,5,4,5,5,4,4,4,3,4,4,5,6,5,2,2,2,3,1,8,8,3,3,4,3,3,2400,2,2,1,250,20,0,20,1,55.47542341
2,2,1,13,2,56.58333333,2018,2011,9,6,1,1,1,13,2,0,1,4,5,40,0,0,200,200,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,1,1,1,2,1,2,1,2,2,3,8,1,2,2016,1,13,1,1,1,2016,2,-3,1,5,5,4.3,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,4,2,1,3,1,13,13,1,1,6,2,3,2400,2,2,1,100,20,0,0,1,66.12645873
2,2,1,13,1,21.66666667,2018,2018,17,3,3,3,1,13,3,1,4,2,5,15,0,0,65,65,5,5,5,5,5,5,5,5,3,4,5,5,5,4,5,5,3,3,4,6,4,1,2,1,2,1,1,1,2,2,2,8,1,2,2016,1,13,1,7,1,2016,2,1,1,3,4,2.1,20,0,0,80,0,0,0,2,2,2,2,2,2,2,2,2000,1,2,2,5,5,4,4,4,4,5,4,5,4,4,3,4,4,4,6,6,6,1,1,3,9,1,13,13,1,3,9,1,1,585,2,2,6,20,0,0,0,1,51.66566428
2,2,1,12,2,50.25,2018,2018,11,1,-1,4,1,12,2,0,1,2,5,30,5,2,100,70,4,4,4,4,4,4,4,3,3,4,5,4,4,4,4,4,4,4,3,6,4,1,1,2,2,2,2,2,2,2,2,1,1,2,1988,1,12,1,1,1,2016,2,7,1,4,4,4.4,0,0,0,100,0,0,0,2,2,2,1,1,2,2,2,3000,2,2,2,5,5,4,4,4,4,5,4,4,4,4,4,2,4,4,7,7,7,3,2,1,1,1,12,12,5,1,4,2,3,1100,2,2,1,200,15,20,0,1,65.28257637
2,2,1,1,2,22.08333333,2018,2018,7,1,3,3,1,1,3,0,1,1,5,40,0,0,210,230,3,4,5,4,4,3,5,2,2,3,4,3,4,4,4,5,3,3,4,6,4,4,2,1,2,1,1,1,2,2,5,1,2,2,2016,1,1,1,1,1,2016,2,1,1,4,4,3.7,20,0,0,80,0,0,0,2,2,2,2,1,2,2,2,2300,2,2,1,5,4,3,3,4,4,3,3,4,4,4,3,4,3,3,5,5,5,1,1,3,4,1,1,1,2,1,3,2,1,1600,2,2,1,50,0,50,0,1,42.73163165
2,2,1,1,2,21.91666667,2018,2018,10,2,5,5,1,1,4,1,1,1,5,40,0,0,216,200,4,5,4,5,5,4,5,4,4,4,5,4,4,5,5,4,3,3,2,6,3,2,2,1,2,1,1,1,2,2,7,11,1,2,2016,1,1,1,7,1,2016,2,7,1,4,3,4.4,0,0,0,100,0,0,0,2,2,2,2,1,1,2,2,2200,2,2,1,4,4,5,3,3,3,5,5,4,4,4,3,3,4,4,6,6,6,1,1,3,4,1,1,1,3,3,5,3,1,2160,2,1,1,50,0,0,0,1,19.54673042
2,2,1,8,1,25.83333333,2018,2019,10,5,3,3,1,8,6,0,1,1,5,40,5,0,190,190,3,4,4,5,3,4,4,4,4,3,4,4,4,4,4,4,3,3,4,6,4,2,2,1,3,1,1,1,3,2,3,7,2,2,2012,1,1,1,1,1,2016,1,5,1,4,4,3.6,10,50,0,40,0,0,0,1,2,2,2,2,1,2,2,2700,1,2,1,4,4,5,3,3,4,5,3,4,4,4,2,3,2,2,5,5,5,1,1,3,3,1,1,1,5,4,4,3,1,2280,2,1,2,40,0,0,0,1,20.06802055
2,2,1,8,2,23.75,2018,2019,7,5,2,2,1,8,9,0,1,1,5,40,0,0,175,140,3,3,4,4,4,5,5,4,4,3,5,4,5,5,4,4,4,4,2,6,5,2,2,1,3,1,1,1,2,2,2,3,2,2,2014,1,8,1,1,1,2014,2,3,1,4,4,2.9,10,80,0,10,0,0,0,1,1,2,2,2,2,2,2,2400,2,2,1,4,4,5,5,4,4,4,4,4,4,4,4,5,3,3,5,6,7,1,2,1,1,1,8,8,6,2,3,1,3,0,1,2,1,60,0,0,20,1,30.97157894
2,2,1,9,1,22.33333333,2018,2018,3,9,-1,3,1,9,2,0,1,1,5,40,0,0,180,180,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,3,3,4,2,6,2,3,2,1,3,1,1,1,1,2,9,13,1,2,2016,1,9,1,7,1,2016,1,1,1,4,4,3.2,100,0,0,0,0,0,0,2,2,2,2,2,2,2,2,1700,2,2,2,4,4,4,4,3,3,4,3,5,3,3,2,4,3,3,3,4,4,1,2,3,1,1,9,9,5,5,5,5,1,1800,2,2,4,50,2,0,20,1,55.67271248
2,2,1,8,1,24,2018,2019,3,7,5,2,1,8,2,0,1,1,5,40,0,0,224,200,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,6,2,3,2,1,3,1,1,1,3,2,7,8,1,2,2014,1,8,1,1,1,2014,1,5,1,3,3,3.2,100,0,0,0,0,0,0,1,1,2,2,2,2,2,2,3000,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,1,1,3,3,1,1,8,5,5,5,5,1,0,2,2,2,70,0,0,0,1,65.03030021
1,2,1,8,2,25.75,2018,2018,17,1,9,9,1,1,6,1,4,1,5,40,0,0,320,230,5,2,4,5,5,5,5,5,3,4,5,5,5,5,4,5,3,3,4,6,4,4,1,1,3,1,1,1,1,2,4,7,2,2,2012,1,8,1,1,2,2016,1,5,1,3,3,4.4,50,0,20,30,0,0,0,2,2,2,1,1,2,2,2,2000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,1,1,3,5,1,8,8,5,5,6,3,1,3480,2,2,1,100,0,65,0,1,92.44660039
2,2,1,8,1,22.08333333,2018,2018,15,3,-1,6,1,8,2,0,5,1,5,42,0,0,180,180,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,6,4,2,2,2,1,1,1,1,3,2,10,9,1,2,2016,1,8,1,6,1,2016,2,7,1,4,4,4,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,2400,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,1,2,1,2,1,2,8,5,5,6,4,3,2000,2,2,8,100,30,0,0,1,67.85398547
2,2,1,11,2,23.5,2018,2019,17,1,6,6,1,11,3,1,1,1,6,40,0,0,180,160,3,4,4,3,4,4,4,3,3,2,3,3,4,4,4,3,3,2,4,6,2,2,1,1,3,1,1,1,3,2,1,2,2,2,2015,1,11,1,9,1,2015,1,5,1,3,3,2.9,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,2100,2,2,2,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,1,1,3,5,1,11,11,3,3,3,3,1,660,2,2,1,50,0,0,0,1,77.23829013
2,3,1,13,2,33.58333333,2018,2018,11,1,9,3,1,13,2,0,1,2,5,40,0,0,300,300,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,3,1,1,2,2,2,3,3,3,2,7,3,1,2,2005,1,13,1,1,1,2016,2,7,1,3,3,4,0,0,0,100,0,0,0,2,2,2,2,2,2,2,2,3000,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,7,2,2,1,4,1,13,13,3,2,6,2,3,3300,2,2,1,250,100,0,0,1,26.66666667
2,3,1,13,2,61.5,2018,2017,17,6,4,4,1,13,2,0,1,1,6,30,3,1,133,50,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,2,2,4,6,4,1,1,1,2,1,1,1,2,2,14,2,1,2,1987,1,15,1,2,1,2016,2,6,1,4,4,3.8,0,0,20,80,0,0,0,2,2,2,2,2,2,2,2,1200,1,2,2,5,4,5,4,4,4,4,5,4,4,3,2,2,5,4,6,7,7,2,2,2,3,1,15,13,1,1,10,7,3,1596,2,2,1,150,30,0,0,1,26.66666667
2,3,1,1,2,25.41666667,2018,2019,6,1,1,1,1,6,1,0,1,1,5,40,0,0,180,180,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,3,4,3,2,6,3,3,2,1,2,1,1,2,3,2,3,8,2,2,2013,1,1,1,6,1,2014,2,1,1,3,3,3.9,40,0,10,50,0,0,0,2,2,1,2,2,2,2,2,2400,2,2,2,4,4,5,5,3,4,5,5,5,4,4,3,4,3,4,3,3,3,1,2,1,1,1,8,6,3,3,4,3,3,2200,2,2,1,80,45,0,0,1,157.825295
2,3,1,8,2,24.5,2018,2018,16,3,3,3,1,1,6,0,6,1,5,40,1,0,250,200,4,4,5,5,5,4,5,5,4,3,4,3,4,4,4,4,3,4,3,6,3,1,1,3,1,1,3,3,3,2,2,5,2,2,2014,1,1,1,1,1,2014,1,5,1,4,3,3.8,20,0,0,80,0,0,0,2,2,2,2,2,1,2,2,2400,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,6,1,1,3,4,1,1,1,3,3,5,2,1,2860,2,1,1,100,0,0,30,3,82.67289337
1,3,1,8,2,22.66666667,2018,2019,16,3,3,3,1,8,3,0,6,1,5,45,0,0,196,196,2,4,3,5,4,2,1,1,1,4,2,5,1,1,2,2,3,3,5,6,5,1,1,1,3,1,1,1,2,2,1,2,1,2,2015,1,8,1,7,1,2015,2,2,1,4,4,3.2,100,0,0,0,0,0,0,1,2,2,2,1,1,2,2,2000,2,2,2,5,5,4,5,4,3,4,5,5,5,3,2,5,5,5,5,4,6,1,1,3,3,1,8,8,4,6,3,2,1,0,2,2,1,80,0,100,0,1,78.46068604
1,3,1,8,2,22.66666667,2018,2018,17,3,3,3,1,8,2,0,6,1,5,40,0,0,223,213,4,4,3,5,2,4,4,4,3,1,1,2,4,4,3,3,3,3,5,6,5,2,1,1,2,1,1,1,2,2,10,1,1,2,2015,1,8,1,1,1,2015,2,1,1,3,2,3.8,10,0,0,90,0,0,0,2,2,2,2,2,1,2,2,2600,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,1,3,5,1,8,8,3,3,4,1,1,2230,2,2,1,70,0,0,5,1,90.22681883
2,3,1,8,2,26.08333333,2017,2018,16,3,3,3,1,8,6,1,1,1,5,40,0,0,230,230,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,6,3,4,1,3,3,1,1,1,2,2,7,9,2,2,2013,1,8,1,1,1,2013,1,5,1,3,4,4,100,0,0,0,0,0,0,2,1,2,2,2,2,2,2,2300,2,2,2,4,4,4,3,3,3,4,4,4,4,4,3,3,4,3,5,6,5,1,1,3,4,1,8,8,3,3,6,4,1,2760,2,2,1,50,10,0,0,1,84.51704079
2,3,1,5,2,21.91666667,2018,2019,17,3,3,3,1,1,6,0,1,1,5,40,5,0,230,230,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,6,5,1,1,1,2,1,1,1,2,2,3,1,2,2,2016,1,1,1,2,1,2016,1,5,1,5,5,3.7,0,0,0,100,0,0,0,2,2,2,2,1,1,2,2,2400,1,2,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,7,7,7,1,1,3,5,1,1,1,3,3,2,3,1,1900,2,1,1,100,20,0,0,1,87.21677602
2,3,1,15,2,22.91666667,2018,2019,16,3,3,3,1,15,1,0,1,2,5,40,10,0,250,250,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,6,4,2,1,2,1,1,2,3,1,2,10,3,2,2,2015,1,15,1,1,1,2015,2,1,1,5,4,4.2,70,0,0,30,0,0,0,2,2,2,2,1,2,2,2,3000,2,2,2,4,4,5,5,5,5,5,4,5,5,5,3,5,5,5,4,4,4,1,2,1,1,1,15,15,5,4,6,4,3,1900,-1,2,1,100,10,40,0,1,85.87485545
2,3,1,14,2,23.41666667,2018,2019,17,3,4,4,1,3,3,0,1,1,5,40,2,0,161,161,4,4,5,5,5,4,5,5,3,4,4,4,4,5,5,4,3,3,3,6,4,2,1,3,2,1,3,3,2,2,13,3,2,2,2015,1,15,1,1,1,2015,2,6,1,4,4,3.8,100,0,0,0,0,0,0,2,2,2,2,2,1,2,2,1800,1,2,1,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,5,1,2,1,1,1,15,3,3,3,4,4,3,1650,2,1,1,80,35,0,0,1,114.4302429
2,3,1,14,2,53.16666667,2018,2019,16,1,6,6,1,14,2,0,6,1,5,40,0,0,180,180,1,1,4,3,3,3,3,3,4,2,3,3,4,4,3,4,2,2,4,6,4,4,1,1,2,1,1,1,2,2,1,2,2,2,1986,1,3,1,6,2,2017,2,1,1,2,2,4.3,0,0,40,60,0,0,0,2,2,2,1,2,2,2,2,2600,2,2,2,4,4,5,5,4,4,4,4,4,5,5,3,4,4,4,5,6,5,1,2,1,1,1,3,14,1,1,1,3,3,1900,2,2,1,80,12,0,0,1,114.4302429
